protonated_Standardized_SMILES,median pMolar total plasma concentration,median pMolar unbound plasma concentration
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)C[NH+]5C(=O)C(C(C)O)NC(=O)C(C(O)C(O)c5ccc(O)cc5)NC(=O)C5CC(O)C[NH+]5C(=O)C(C(C)O)NC4=O)cc3)cc2)cc1,5.237456145371107,6.033336162715183
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,6.798609216332697,8.09963921199668
CCCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C,5.159025491224905,6.410837464218704
CCCC[NH2+]C(=O)[N-]S(=O)(=O)c1ccc(C)cc1,3.4319263739116432,4.732956369575625
CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O,3.511054069468213,5.511054069468213
CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,3.4890862041023505,5.146663523280144
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,6.20679815074876,8.20679815074876
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[NH+](CC)CC)c(I)c1,5.411835116461491,9.110805120797552
CCCSc1ccc2[nH]c(=NC(=O)OC)[nH]c2c1,5.247711465746899,6.587795265677049
CCC[NH+](CC)C(CC)C(=O)Nc1c(C)cccc1C,5.265478203580642,
CCC[NH+](CCC)CCc1cccc2[nH]c(O)cc12,7.637456372280504,7.85930512189686
CCC[NH+](CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,3.488562261122551,4.374618908815714
CCC[NH2+]C(=O)[N-]S(=O)(=O)c1ccc(Cl)cc1,3.265996370495079,4.663936379167117
CCC[NH2+]C(C)C(=O)Nc1c(C)csc1C(=O)OC,5.152869054217012,5.490111222535439
CCC[NH2+]C(C)C(=O)Nc1ccccc1C,6.1969258872346105,6.339593390803342
CCC[NH2+]C1CCc2[nH]c(=N)sc2C1,7.4798631130230975,7.550444187308805
CCC[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1,5.232297121390443,6.573595578124688
CCCc1c(O)n2c(N(C)C)nc3ccc(C)cc3n2c1=O,3.523399586216524,5.921339594888561
CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12,7.171843419579578,8.130450734421354
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1,6.017944013912881,8.215170288620891
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)[NH+]4CC[NH+](C)CC4)ccc3OCC)nc12,5.977348578701278,7.350495164034553
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,6.484783701256938,6.882723709928976
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.987129767659897,4.443061723309621
CCOC(=O)C(CCc1ccccc1)[NH2+]C(C)C(=O)[NH+]1C(C(=O)[O-])CC2CCCC21,7.0175758683910745,7.582209361778413
CCOC(=O)C(CCc1ccccc1)[NH2+]C(C)C(=O)[NH+]1CCCC1C(=O)[O-],6.575707301476683,6.876737297140664
CCOC(=O)C(CCc1ccccc1)[NH2+]C1CCC[NH+]2CCCC(C(=O)[O-])[NH+]2C1=O,6.66642437251876,
CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1,5.490204369460385,5.866955079062485
CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(C#N)(c2ccccc2)c2ccccc2)CC1,7.655714549618709,
CCOC(=O)C1(c2ccccc2)CC[NH+](CCc2ccc(N)cc2)CC1,5.848164475470673,
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,7.667561540084395,10.111259039317108
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,6.857778625427297,8.556748629763316
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,7.880384800590303,
CCOC(=O)C1=C(COCC[NH3+])N=C(C)C(C(=O)OC)C1c1ccccc1Cl,7.4355046088915,9.354517561980613
CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C([NH3+])C1,6.41735702157063,6.653929028007693
CCOC(=O)N=c1c[n+]([NH+]2CCOCC2)[nH]o1,7.384245857819978,7.384245857819978
CCOC(=O)[NH+]1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,7.282044028292661,8.98101403262868
CCOC(=O)c1cncn1C(C)c1ccccc1,5.688935685176481,6.327207849158888
CCOC(=O)c1ncn2c1C[NH+](C)C(=O)c1cc(F)ccc1-2,6.481858091100589,6.718430097537652
CCOC(=O)n1ccn(C)c1=S,4.738594045927539,
CCOC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,6.797495584095069,
CCON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nc(=N[P](=O)(=O)O)s[nH]1,4.55674672691449,4.653656739922546
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-],6.944751430623434,8.768660171567756
CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1,5.949998797316234,9.143818823332348
CCOc1ccc(NC(C)=O)cc1,3.952356477323791,4.203935854856223
CCOc1ccccc1OC(c1ccccc1)C1C[NH2+]CCO1,5.952030947782296,7.673277346829466
CCOc1ccccc1OCC1C[NH2+]CCO1,4.472207751225396,
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,6.53053408010546,
CC[N+](C)(C)Cc1ccccc1Br,5.0056987530744905,
CC[N+](C)(C)c1cccc(O)c1,5.919705534549121,
CC[NH+](C)C(=O)Oc1cccc(C(C)[NH+](C)C)c1,7.097500252231686,7.319349001848043
CC[NH+](CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,4.871928722174582,6.570898726510601
CC[NH+](CC)C(=O)C1(c2ccccc2)CC1C[NH3+],6.149011138312543,6.209491885693925
CC[NH+](CC)C(=O)Nc1ccc(OCC(O)C[NH2+]C(C)(C)C)c(C(C)=O)c1,5.579211780231499,
CC[NH+](CC)C(=O)[NH+]1CC[NH+](C)CC1,5.299507298700488,
CC[NH+](CC)C(=S)SSC(=S)[NH+](CC)CC,5.870037937041391,
CC[NH+](CC)C(C)C(=O)c1ccccc1,6.011358953706611,
CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,6.871535871796601,7.353021931918713
CC[NH+](CC)CC=NC(=O)c1c(C)[nH]c(Cc2c(O)[nH]c3ccc(F)cc23)c1C,7.213016702385597,
CC[NH+](CC)CCCC(C)N=c1cc[nH]c2cc(Cl)ccc12,6.033695376286286,6.4002269207067
CC[NH+](CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,6.58870858341341,8.057229666371153
CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,6.300740369456579,6.522589119072936
CC[NH+](CC)CCNC(=O)c1ccc(N)cc1,4.292496048761037,4.368216762699155
CC[NH+](CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,6.490646620997555,
CC[NH+](CC)CCOC(=O)c1ccc(N)cc1,4.197390841133298,4.224262987533599
CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,6.267784264422135,
CC[NH+](CC)Cc1cc(N=c2cc[nH]c3cc(Cl)ccc23)ccc1O,5.776701428063272,
CC[NH+](CCO)CCCC(C)N=c1cc[nH]c2cc(Cl)ccc12,5.924124153185825,6.168249297513333
CC[NH+]1CC(CC[NH+]2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,4.87911882708307,
CC[NH+]1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,5.2372630954953685,6.033143112839444
CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,5.965542697671927,6.041263411610045
CC[NH+]1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,5.533301678061803,5.598803226818235
CC[NH+]1CC[NH+](C(=O)NC(C(=O)NC2C(=O)[NH+]3C(C(=O)[O-])=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,3.4120773256288617,4.508987338636918
CC[NH+]1CC[NH+](C(=O)NC(C(=O)NC2C(=O)[NH+]3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O,3.86886266417932,4.169892659843301
CC[NH2+]C(C)Cc1cccc(C(F)(F)F)c1,6.236464268755288,6.766405335381429
CC[NH2+]C1CC([NH3+])C(OC2OC(C[NH3+])=CCC2[NH3+])C(O)C1OC1OCC(C)(O)C([NH2+]C)C1O,4.598051468295839,4.598051468295839
CC[NH2+]CC(O)c1cccc(O)c1,6.480102803123504,6.593612077951023
CCc1[nH]c(=N)[nH]c(=N)c1-c1ccc(Cl)cc1,5.219619449979454,6.241895844690607
CCc1c(C)[nH]c2c1C(=O)C(C[NH+]1CCOCC1)CC2,5.742536608158096,
CCc1c(C)cn(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)[NH2+]C3CCC(C)CC3)cc2)c1O,6.200795620572967,8.501825616236948
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,5.658461139151067,
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)[O-])OCC3,4.1573963193232295,6.203153809883898
CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,6.194995083439113,8.194995083439112
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,4.627458031959776,
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH+](C)CC3)cc21,4.7447622370655775,4.869700973673878
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21,4.805283316618867,5.69133996431203
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,4.903524064471262,5.000434077479318
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21,3.888815768103955,4.985725781112011
CCn1nc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3,4.242574553997795,
CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c(O)c2c(O)c3c(cc12)CC1C([NH+](C)C)C(=O)C(C(N)=O)C(=O)C1(O)C3O,5.968305013702771,6.66727501803879
CN(C)c1ccc(O)c2c1CC1CC3C([NH+](C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,5.882220862052705,8.183250857716686
CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,6.076081896715853,8.77505190105187
CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,3.300991771404322,3.732790047337327
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,5.523963126572557,7.018813148252651
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,7.127351044813643,8.048169798766018
CN1C(=O)C=NC(=C2CCCCC2)c2cc(Cl)ccc21,5.460567112061002,
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,6.00108438129222,
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,5.0565237240791,6.694795888061508
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,7.319855273667932,8.089406352289657
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,5.432584505425221,
CN1c2ccccc2C(=O)N(CC[NH+](C)C)c2ccccc21,5.77142578447901,
CNC(=O)Oc1ccc2c(c1)C1(C)CC[NH+](C)C1[NH+]2C,7.740915076481283,7.934735102497395
CNC(NCc1ccccc1)=[NH+]C,5.549616239519085,
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CC[NH+](C)CC3)c2c1,6.826683684350801,6.981585644336544
CNS(=O)(=O)Cc1ccc2[nH]cc(CC[NH+](C)C)c2c1,6.692273942255493,6.77319584987942
COC(=O)C(c1ccccc1)C1CCCC[NH2+]1,6.797993810474169,6.863524721307713
COC(=O)C(c1ccccc1Cl)[NH+]1CCc2sccc2C1,7.729475274858498,9.504165993132636
COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,7.569830205803096,8.967770214475133
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],6.363411393556656,7.761351402228694
COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],8.589301583918802,11.11218032919914
COC(=O)C1=C(C)N=C(C)C(C(=O)OCC[NH+](C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,6.680815782365699,8.680815782365698
COC(=O)C1C(O)CCC2C[NH+]3CCc4c([nH]c5ccccc45)C3CC21,6.072433725968388,6.771403730304407
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1[NH+]2C,6.00483706093831,7.050594551498985
COC(=O)CCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,5.169351090492418,5.398499078850274
COC(=O)N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,6.470263446965078,7.535764995721511
COC(=O)NC(C(=O)[N-]N(Cc1ccc(-c2ccccn2)cc1)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,5.433135678965742,5.593657631591544
COC(=O)NC(C(=O)[NH+]1CC2(CC2)CC1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c(C6C7CCC(C7)[NH+]6C(=O)C(NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,7.0851281824599495,
COC(=O)NC(C(=O)[NH+]1CCCC1C(=O)Nc1ccc(C2CCC(c3ccc(NC(=O)C4CCC[NH+]4C(=O)C(NC(=O)OC)C(C)C)cc3)[NH+]2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,8.195525810973692,11.195525810973692
COC1(NC(=O)Cc2cccs2)C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC21,3.454804222366308,3.591481362245852
COC1([NH2+]C(O)=c2sc(=C(C(N)=O)C(=O)[O-])s2)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21,3.805900910458565,4.629809651402884
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CC[NH+]1CC1CC1)C2O5,6.669920938681443,8.06786094735348
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,5.719734782108048,
COC1=NC(C)=[NH+]C(Cl)C1N=c1[nH]cc[nH]1,7.781180720937262,7.812697772383326
COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC([NH+](C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C([NH+](C)C)C1O,5.448737229444391,6.033763881473573
COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)OC1C,8.997266215879751,
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(=C[NH2+][NH+]5CC[NH+](C)CC5)c(O)c4c3C2=O)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,4.915373449569812,5.718092891444193
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(=C[NH2+][NH+]5CC[NH+](C6CCCC6)CC5)c(O)c4c3C2=O)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,4.616683540171753,6.139562285452084
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CC[NH+](CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,6.607747378985994,7.145349381087038
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,8.740025725194991,
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)[NH+]2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,7.483915211666408,
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)[NH+]2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,7.835346260061896,
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,6.59110827446225,
COC=C1CSC2C(=NC(=O)C([NH2+]OC)c3csc(=N)[nH]3)C(=O)[NH+]2C1C(=O)OC(C)OC(=O)OC(C)C,4.901232513644341,
COCC(=O)OC1(CC[NH+](C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,6.218045093586206,8.218045093586207
COCC(NC(C)=O)C(=O)NCc1ccccc1,4.398460849608223,4.469041923893931
COCCCCC(=NOCC[NH3+])c1ccc(C(F)(F)F)cc1,6.141163375923651,6.84013338025967
COCCCOc1cc(CC(CC([NH3+])C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,7.2292070910812125,7.531977748321496
COCCCOc1ccnc(C[S+](O)c2nc3ccccc3[nH]2)c1C,5.777487237563911,7.209285513496916
COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,6.9226735678585545,8.71855358520263
COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,5.7281426717186905,5.781199401020865
COCc1c(-c2ccc(F)cc2)c(=CCC(O)CC(O)CC(=O)[O-])c(C(C)C)nc1=C(C)C,7.251657759225297,9.251657759225296
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(=N)[nH]1,5.224708007816795,
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(=N)[nH]1,3.8115044519784873,4.033353201594844
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,3.6149279172630906,4.058625416495803
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(=N)[nH]1,3.8689107710099457,4.868910771009944
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CSC12)c1csc(=N)[nH]1,3.164858246962555,3.909585741859249
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CSC12)c1csc(=N)[nH]1,3.407875072557657,3.916513378723385
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(=N)[nH]1,3.477636673447585,3.585542070757105
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=CCSC12)c1csc(=N)[nH]1,3.3795434531896733,3.522210956758405
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,4.854373525987667,
COc1c(CC=C(C)CCC(=O)[O-])c(O)c2c(O)occ2c1C,4.179275310312801,5.975155327656878
COc1c(N2CC3CCC[NH2+]C3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,4.9908367872508,5.2126855368671565
COc1c(N2CC[NH2+]C(C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,5.043015351243072,5.139925364251129
COc1c(O)c(C)c(C=CCCCCCCCCO)c(O)c1OC,6.2284516907144,
COc1c2occc2cc2ccc(=O)oc12,6.033805605862375,7.112639555224636
COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,5.288316310166291,
COc1cc(C(=O)[N-]S(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,6.0941389471453,8.0941389471453
COc1cc(C(C)=O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,7.629908852629606,
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)[O-])c(C)c1C,6.814833364847876,
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,4.623662707356204,5.54448146130858
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,6.5379197893658425,6.813643919765054
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,4.674001839417083,4.975031835081064
COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+](CCCOc2ccc(F)cc2)CC1OC,,8.364013888199167
COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccccc12,4.854548935812951,6.3921509379139945
COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,6.112856256665623,6.507120362788876
COc1cc2[nH]c(N(C)CCCNC(=O)C3CCCO3)nc(=N)c2cc1OC,7.024615040841249,7.878487005163012
COc1cc2[nH]c(N3CC[NH+](C(=O)C4CCCO4)CC3)nc(=N)c2cc1OC,6.685114469046539,7.782024482054596
COc1cc2[nH]c(N3CC[NH+](C(=O)C4COc5ccccc5O4)CC3)nc(=N)c2cc1OC,6.478547257316939,8.248098335938666
COc1cc2[nH]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,7.282633440181617,8.504482189797974
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,8.203511544375015,8.418181709364248
COc1cc2c(cc1OC)C(=O)C(CC1CC[NH+](Cc3ccccc3)CC1)C2,6.704150516839799,7.682547800811558
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3[NH+](C)CC2)CC[N+]1(C)C,5.006993436042991,5.243565442480054
COc1ccc(C(=O)Nc2ccccc2CCC2CCCC[NH+]2C)cc1,,6.671620396561262
COc1ccc(C(C[NH+](C)C)C2(O)CCCCC2)cc1,5.841062121020484,5.977739260900028
COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,6.219615957729309,6.913640169325252
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,5.269120500975137,5.553117157340338
COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,6.055578993288119,7.055578993288119
COc1ccc(CC[NH+]2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,6.962445105632598,8.807342738932093
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,5.229669046180963,6.366346186060508
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)[NH2+]C2CCCCC2)cc1,6.392705744556959,8.07048644982304
COc1ccc2[nH]c([S+](O)Cc3ncc(C)c(OC)c3C)nc2c1,5.713571017363232,7.014601013027213
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,6.366011817361287,6.774947210334787
COc1ccc2c(c1)C13CCCCC1C(C2)[NH+](C)CC3,6.831549851995756,6.945059126823274
COc1ccc2c(c1)N(CC(C)C[NH+](C)C)c1ccccc1S2,6.215478936362535,7.684000019320281
COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,5.252598202486015,7.252598202486015
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CC[NH+]1C,6.0143419961102245,
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)[NH+](C)CCC314,6.49882037810471,6.7584576886104655
COc1ccc2c3c1OC1C(=O)CCC4C(C2)[NH+](C)CCC314,6.777238273009532,
COc1ccc2c3c1OC1C(O)C=CC4C(C2)[NH+](C)CCC341,6.078268268673513,6.233170228659256
COc1ccc2c3c1OC1C(O)CCC4C(C2)[NH+](C)CCC341,6.081188829827919,
COc1ccc2c3c1OC1CC(O)C=CC31CC[NH+](C)C2,6.680275064603567,6.7638211160536414
COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,3.362218500326052,5.45912851333411
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,6.2127401123453705,6.399826755702515
COc1ccc2cccc(CCNC(C)=O)c2c1,5.909038704007994,
COc1cccc(C2(O)CCCCC2C[NH+](C)C)c1,5.119552797667117,5.216462810675173
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC([NH3+])C(O)C(C)O1)CC(O)(C(=O)CO)C=4,7.235223519857252,7.812674499850123
COc1ccccc1OCC(O)CO,5.151019436123031,
COc1ccccc1OCC(O)COC(N)=O,3.683479315462896,
COc1ccccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,6.1319179271825766,7.830887931518595
COc1ccnc(C[S+](O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,4.976742010598902,6.675712014934921
COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CC[NH+](C)C)c1cccc2ccccc12,5.662632764875266,
CS(=O)(=O)CC[NH2+]Cc1ccc(-c2ccc3[nH]cnc(=Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.044069150468914,8.629095802498089
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,4.676074254604531,5.935711565110285
CS(=O)(=O)OCCCCOS(C)(=O)=O,5.437239534785721,5.437239534785721
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,4.792934218590548,5.3158129638708855
CSc1ccc2c(c1)N(CCC1CCCC[NH+]1C)c1ccccc1S2,5.471983683131289,6.22657927670939
C[N+](C)(C)CCOC(N)=O,7.16790781000148,
C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,10.389741807516682,10.673738463881882
C[NH+](C)C(=O)Oc1cccc([N+](C)(C)C)c1,7.348888723071438,
C[NH+](C)C([NH3+])=NC(N)=[NH2+],4.997218307270751,4.997218307270751
C[NH+](C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,4.680235768364048,4.964232424729248
C[NH+](C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,4.880657272839923,4.9885626701494425
C[NH+](C)CC(c1ccc(O)cc1)C1(O)CCCCC1,5.818522802003136,5.973424761988879
C[NH+](C)CCC(c1ccc(Br)cc1)c1ccccn1,7.3280396468797715,
